uid,title,aired from,aired to,episodes,members,popularity,ranked,score
8316,Kawasaki Frontale x Tentai Senshi Sunred,2009-02-06,2009-02-27,4.0,517,10920,8729.0,5.88
38777,Jujutsu Kaisen,2018-12-03,2018-12-08,3.0,510,11055,8727.0,5.88
11767,Justeen,2011-12-29,,1.0,708,10221,8728.0,5.88
39584,Human Lost: Ningen Shikkaku,2019-10-22,,1.0,10240,4297,8726.0,5.89
18823,Hello Kitty no Kieta Santa-san no Okurimono,2004-01-01,,1.0,217,13138,8725.0,5.88
38389,He Wei Dao x Re:Cong Ling Kaishi De Yi Shijie Shenghuo,2018-09-21,2018-12-11,2.0,7244,4964,8724.0,5.88
33905,Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto,2016-05-31,,1.0,1751,8248,8723.0,5.88
36577,Dungeon Meshi,2017-07-31,2019-09-04,2.0,833,9929,8721.0,5.88
37600,Frame Arms Girl Movie: Kyakkya Ufufu na Wonderland,2019-06-29,,,3573,6580,8722.0,5.88
32139,DušaN,2015-04-25,,1.0,1085,9359,8720.0,5.88
29943,Crazy for It,2012-01-01,,1.0,1356,8878,8719.0,5.88
7621,Chuumon no Ooi Ryouriten,1958-11-01,,1.0,708,10219,8718.0,5.88
3763,Chouon Senshi Borgman: Lovers Rain,1990-12-01,,1.0,701,10238,8717.0,5.88
33184,Battle Girl High School,2017-07-03,2017-09-18,12.0,18336,3335,8716.0,5.88
13947,Ashita no Eleven-tachi,1979-01-07,,1.0,293,12205,8715.0,5.88
30617,Animegatari,2015-04-17,2016-03-05,8.0,3601,6555,8714.0,5.88
22575,Ahiru no Pekkle no Minikui Ahiru no Ko,2001-12-21,,1.0,262,12529,8713.0,5.88
39208,100% Renewable Energy,2012-03-01,,1.0,177,13869,8712.0,5.88
37082,Uchuu Senkan Yamato Pilot Film,1990-07-27,,1.0,611,10566,8711.0,5.89
37318,Toji no Miko: Kizamishi Issen no Tomoshibi,2018-01-30,2018-02-13,2.0,1523,8613,8710.0,5.89
35418,Sin: Nanatsu no Taizai Zange-roku Specials,2017-06-28,2017-12-20,7.0,3766,6458,8709.0,5.89
37423,Shiawase Pasta Story,2010-11-01,2011-10-01,8.0,441,11269,8708.0,5.89
33803,Sengoku Choujuu Giga: Kou,2016-10-09,2017-01-08,13.0,5230,5647,8707.0,5.89
11763,Sekai de Ichiban Tsuyoku Naritai!,2013-10-06,2013-12-22,12.0,37685,2269,8706.0,5.89
33889,Saredo Tsumibito wa Ryuu to Odoru,2018-04-06,2018-06-22,12.0,41990,2114,8705.0,5.89
31846,Puzzle & Dragons CM,2015-10-12,2016-01-24,2.0,1465,8692,8703.0,5.89
36298,Robot Girls Z: Fukkatsu no Chika Teikoku!? Robot Girls Z vs. Nazo no Sandai Shuyaku Robo!,2018-01-10,,1.0,568,10706,8704.0,5.89
1644,Princess Rouge,1997-09-25,1998-06-10,2.0,1532,8573,8702.0,5.89
27459,Porong Porong Pororo 5,2014-02-24,2014-05-20,26.0,201,13394,8701.0,5.89
20463,Little Nemo Pilot (1987),1987-01-01,,1.0,558,10734,8694.0,5.89
9691,Kyomu Senshi Miroku,1989-01-10,1989-11-05,6.0,604,10581,8693.0,5.89
9205,Kaichuu!,2010-07-16,,4.0,8366,4663,8691.0,5.89
23349,Kirin Monoshiri Yakata,1975-01-01,1979-12-31,1565.0,305,12110,8692.0,5.89
2833,Gulliver no Uchuu Ryokou,1965-03-20,,1.0,934,9663,8690.0,5.89
37663,God Eater Reso Nantoka Gekijou: Nagerareta Shokupan,2018-03-24,,1.0,4623,5937,8689.0,5.89
4917,Ginga Tansa 2100-nen: Border Planet,1986-08-24,,1.0,651,10404,8688.0,5.89
38096,Ensemble Girls!!,2016-06-19,,1.0,359,11737,8687.0,5.89
5689,Eien no Filena,1992-12-21,1993-02-25,6.0,799,9972,8686.0,5.89
31298,Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,2011-02-23,2011-03-30,6.0,8737,4593,3248.0,7.13
286,B'T X,1996-04-06,1996-09-21,25.0,8353,4665,3247.0,7.13
1901,11-nin Iru!,1986-11-01,,1.0,7167,4958,3245.0,7.13
493,Armitage III: Poly-Matrix,1996-04-20,,1.0,11425,4106,3246.0,7.13
26165,Yuri Kuma Arashi,2015-01-06,2015-03-31,12.0,75210,1420,3244.0,7.14
961,Virtua Fighter,1995-10-09,1996-06-27,35.0,6461,5178,3243.0,7.14
1920,Urusei Yatsura Movie 1: Only You,1983-02-13,,1.0,6269,5255,3242.0,7.14
38480,Toaru Kagaku no Accelerator,2019-07-12,2019-09-27,12.0,94607,1162,3241.0,7.14
40034,Tenki no Ko CMs,2019-06-30,,,1209,9134,3240.0,7.15
4532,Taiyou no Yuusha Fighbird,1991-02-02,1992-02-01,48.0,2041,7908,3239.0,7.14
34642,Shingeki no Bahamut: Genesis - Short Story,2016-12-28,2017-02-20,2.0,17295,3440,3238.0,7.14
5279,Sekirei: Hajimete no Otsukai,2009-03-25,,1.0,42349,2102,3237.0,7.14
929,Seisenshi Dunbine,1983-02-05,1984-01-21,49.0,7040,5006,3236.0,7.14
33713,Seihou Bukyou Outlaw Star Specials,1998-12-18,1999-04-25,2.0,4149,6203,3235.0,7.14
1601,Red Garden,2006-10-04,2007-03-14,22.0,35481,2328,3234.0,7.14
36731,Drive Agent Personal: Shiawase wo Mamoru Mono,2017-10-16,,1.0,237,12825,8685.0,5.89
8490,Digimon Adventure 3D: Digimon Grand Prix!,2000-07-20,,1.0,6516,5161,8684.0,5.89
982,Cosplay Complex,2002-05-25,2002-10-26,3.0,10408,4269,8683.0,5.89
30137,Big Order,2015-10-03,,1.0,28977,2626,8682.0,5.89
1665,Babel Nisei (OVA),1992-03-21,1992-10-21,4.0,1824,8154,8681.0,5.89
15133,Aoi Sekai no Chuushin de,2012-10-20,2013-04-04,3.0,38171,2255,8680.0,5.89
19773,Akuma Tou no Prince: Mitsume ga Tooru,1985-08-25,,1.0,396,11538,8679.0,5.89
10701,Ulysses 31 Pilot,1980-01-01,,1.0,463,11162,8678.0,5.9
6800,Transformers: Scramble City,1986-04-01,,1.0,1241,9076,8677.0,5.9
33941,Towel Story,2011-08-24,2013-06-03,4.0,243,12744,8676.0,5.9
1790,Tactical Roar Special,2006-09-26,,1.0,1548,8539,8674.0,5.9
17209,Suzy's Zoo: Daisuki! Witzy - Happy Birthday,2011-12-02,,1.0,250,12680,8672.0,5.9
10545,The Epic Of ZektBach,2011-03-21,,1.0,3281,6802,8675.0,5.9
29758,Taboo Tattoo,2016-07-05,2016-09-20,12.0,180111,602,8673.0,5.9
38271,Spice Paradise: Curry Meshi Ver.,2018-09-06,,1.0,558,10736,8671.0,5.9
35255,Soutai Sekai,2017-04-28,2017-05-05,2.0,4842,5832,8670.0,5.9
33318,Scripta Volant,2011-01-01,,1.0,123,14838,8668.0,5.9
34852,Pikaia!!,2017-02-26,2017-05-27,13.0,311,12075,8666.0,5.9
8324,Pelican Road Club Caroucha,1986-06-21,,1.0,393,11536,8665.0,5.9
29323,"Oyaji no, Imo no Kamisama.",2014-12-31,,1.0,360,11732,8664.0,5.9
31143,Onsen Yousei Hakone-chan,2015-10-04,2015-12-27,13.0,24436,2889,8663.0,5.9
37680,Onihei Pilot,2017-02-22,,1.0,381,11626,8662.0,5.9
19727,Nexus,2011-09-14,,1.0,3402,6713,8661.0,5.9
37186,Mang Huang Ji,2015-04-04,2015-08-08,19.0,750,10127,8660.0,5.9
37933,Mahou Shoujo Lyrical Nanoha A's Picture Drama,2014-11-05,,1.0,715,10209,8659.0,5.9
28811,Last Exile: Doyou no Asa,2011-12-17,2012-01-14,3.0,1078,9370,8658.0,5.9
38678,Kimi no Matsu Mirai (Basho) e,2018-11-11,,1.0,999,9522,8655.0,5.9
35858,Kura Sushi,2014-04-27,2016-08-26,2.0,191,13559,8657.0,5.9
34286,KiyaKiya,2011-01-01,,1.0,165,14037,8656.0,5.9
1947,Kikou Sennyo Rouran,2002-11-15,2003-05-30,28.0,1437,8723,8654.0,5.9
6071,Juuippiki no Neko,1980-07-19,,1.0,588,10634,8653.0,5.9
10852,Game Tengoku: The Game Paradise!,1997-06-06,,1.0,246,12695,8652.0,5.9
30746,Fushigi na Somera-chan,2015-10-07,2015-12-23,12.0,10969,4169,8651.0,5.9
4823,Youkai Ningen Bem (2006),2006-01-04,2006-07-10,26.0,1909,8056,8642.0,5.91
4660,Yoshino no Hime,2005-01-01,,1.0,456,11194,8641.0,5.91
8928,Visions of Frank: Short Films by Japan's Most Audacious Animators,2005-11-25,,9.0,475,11112,8640.0,5.91
16798,Ttori wa Zeta Robot,1985-01-17,,1.0,453,11216,8639.0,5.91
22137,Toukiden: The Age of Demons - Introduction,2013-06-26,,1.0,814,9941,8638.0,5.91
35417,Sin: Nanatsu no Taizai Zange-roku,2017-04-14,2017-06-25,12.0,6989,5031,8636.0,5.91
25639,Toilet no Kamisama,2010-11-24,,1.0,277,12364,8637.0,5.91
34048,Seoul-yeok,2016-08-18,,1.0,3768,6454,8635.0,5.91
34738,Sengoku Choujuu Giga: Otsu,2017-01-15,2017-04-09,13.0,2367,7540,8634.0,5.91
23621,"Sagashita no wa Oheya, Mitsuketa no wa Mirai",2013-12-31,,1.0,368,11686,8633.0,5.91
14347,Ryo,2013-03-02,,1.0,10888,4181,8632.0,5.91
20961,Parol no Miraijima,2014-03-01,,1.0,2223,7704,8631.0,5.91
35018,Osomatsu-san: Haru no Zenkoku Dai Senbatsu Jouei-sai - Sentou Quiz 2,2017-04-06,,1.0,965,9598,8630.0,5.91
151,Re: Cutey Honey,2004-07-24,2004-09-25,3.0,19708,3215,3233.0,7.14
31534,Larva,2011-03-26,2011-09-24,26.0,587,10665,8628.0,5.91
39222,Move to the Future,2019-02-07,,1.0,262,12575,8629.0,5.91
10822,Ranma ½: Totteoki Talk Best of Memories,1993-05-01,,1.0,3044,6981,3232.0,7.14
34978,Nobunaga no Shinobi: Ise Kanegasaki-hen,2017-04-08,2017-09-30,26.0,8345,4670,3231.0,7.14
8196,Kawasaki Frontale x Tentai Senshi Sunred 2nd Season,2010-03-05,,1.0,450,11223,8625.0,5.91
2910,Koi Koi 7 Specials,2005-07-22,2006-01-27,7.0,1991,7961,8627.0,5.91
5875,Kobutori (1929),1929-10-14,,1.0,2200,7730,8626.0,5.91
16890,Makai Ouji: Devils and Realist,2013-07-08,2013-09-23,12.0,85035,1284,3230.0,7.14
2574,Kashi no Ki Mokku,1972-01-04,1972-12-01,52.0,1229,9097,8624.0,5.91
35566,Koe no Katachi Specials,2017-05-17,,2.0,14405,3737,3229.0,7.14
20649,Kimi no Iru Machi OVA,2014-01-17,2014-03-17,2.0,14472,3722,3228.0,7.14
3946,Jarinko Chie,1981-04-11,,1.0,2653,7281,3227.0,7.14
432,Iria: Zeiram The Animation,1994-06-23,1994-11-21,6.0,15758,3600,3226.0,7.14
23083,Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,2014-10-11,,1.0,2332,7586,3224.0,7.14
37814,Inazuma Eleven: Reloaded - Soccer no Henkaku,2018-01-21,,1.0,2774,7187,3225.0,7.14
31865,Kare Baka: Wagahai no Kare wa Baka de R,2015-10-16,2016-01-22,8.0,6823,5069,8623.0,5.91
37540,Kami no Ue no Pilot,2016-12-24,,1.0,95,15412,8622.0,5.91
31368,Grisaia no Rakuen Specials,2015-08-26,2015-12-25,5.0,35728,2326,3223.0,7.14
5927,Hoshi Neko Fullhouse,1989-06-16,1989-12-25,4.0,627,10487,8621.0,5.91
2416,Grander Musashi RV,1998-04-04,1998-12-26,39.0,1503,8626,3222.0,7.14
28537,Garo: Guren no Tsuki,2015-10-10,2016-04-02,23.0,24699,2872,8620.0,5.91
7953,Defend Love,2009-12-15,,1.0,1670,8353,8619.0,5.91
40477,Curry Meshi x Zombieland Saga,2019-10-03,,1.0,4606,5945,8618.0,5.91
3764,Chouon Senshi Borgman 2: Shin Seiki 2058,1993-10-01,1993-12-01,3.0,566,10698,8617.0,5.91
15749,Chiisana Ojisan,2012-10-01,,30.0,615,10612,8616.0,5.91
37174,Chichibu de Buchichi,2018-03-30,,1.0,832,9919,8615.0,5.91
39216,Casablanca,2017-07-02,,1.0,106,15165,8614.0,5.91
38974,Bouen no March,2018-09-23,,1.0,176,13921,8613.0,5.91
22607,Ahiru no Pekkle no Suieitaikai wa Oosawagi,1993-03-21,,1.0,287,12266,8611.0,5.91
31790,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,2016-01-07,2016-03-24,12.0,50040,1895,8610.0,5.91
12145,Backkom,2005-01-01,,52.0,1208,9130,8612.0,5.91
33532,Twin Angel Break,2017-04-07,2017-06-23,12.0,9957,4358,8609.0,5.92
27677,Stratos 4 OVA: Stratos 4.1 - Dutch Roll,2004-05-28,,1.0,543,10811,8608.0,5.92
31402,Soul Worker: Your Destiny Awaits,2016-03-17,2016-04-05,5.0,3235,6845,8607.0,5.92
1625,Soul Link Special,2006-06-11,,1.0,2406,7505,8606.0,5.92
8832,Shounen Ashibe 2,1992-10-03,1993-03-27,25.0,304,12091,8604.0,5.92
3398,Shin Hurricane Polymar,1996-09-21,1997-02-21,2.0,1339,8892,8603.0,5.92
36608,Session High⤴,2017-10-16,,1.0,548,10788,8602.0,5.92
22031,Samurai Gun Special,2005-06-29,,1.0,663,10381,8601.0,5.92
31738,Nanairo Kakumei,2015-10-06,2015-10-20,3.0,1023,9481,8595.0,5.92
33537,My Home,2009-02-17,,1.0,202,13356,8594.0,5.92
35635,Mon-Soni! D'Artagnan no Idol Sengen,2017-06-14,2017-07-19,5.0,1596,8485,8593.0,5.92
4688,Minna Agechau♡,1987-03-27,,1.0,1366,8848,8592.0,5.92
384,Gantz,2004-04-13,2004-06-22,13.0,247317,405,3221.0,7.14
26057,Fate/kaleid liner Prisma☆Illya 2wei!: Mahou Shoujo in Onsen Ryokou,2015-07-25,,1.0,27707,2689,3220.0,7.14
19627,Junkers Come Here: Memories of You,1994-07-21,,1.0,329,11930,8589.0,5.92
36792,Eromanga-sensei OVA,2019-01-16,,2.0,56422,1748,3218.0,7.14
22497,Hello Kitty no Kaguya-hime,1993-09-21,,1.0,430,11339,8588.0,5.92
858,Gunparade Orchestra,2005-10-04,2006-03-28,24.0,3695,6489,8587.0,5.92
21999,Duel Masters Victory V3,2013-04-06,2014-03-29,51.0,758,10076,8586.0,5.92
2671,Doraemon Movie 03: Nobita no Daimakyou,1982-03-13,,1.0,2335,7572,3217.0,7.14
831,Chicchana Yukitsukai Sugar,2001-10-02,2002-03-26,24.0,18386,3328,3212.0,7.14
38487,Daitan Futeki ni Koi Shitai,2018-11-12,,1.0,175,13870,8585.0,5.92
17397,Cyclops Shoujo Saipuu,2013-03-12,2013-05-30,12.0,26255,2765,8584.0,5.92
1891,YAT Anshin! Uchuu Ryokou,1996-10-05,1997-09-27,50.0,1396,8798,3210.0,7.15
2331,Uchuu Densetsu Ulysses 31,1981-10-03,1982-11-30,26.0,3708,6480,3209.0,7.15
35044,Tu Bian Ying Xiong Leaf,2018-04-14,2018-07-06,12.0,18120,3361,3208.0,7.15
7654,Tokyo Magnitude 8.0 Recap,2009-12-11,,1.0,6173,5289,3206.0,7.15
33798,Cheer Danshi!! Recap,2016-08-09,,1.0,3741,6457,8582.0,5.92
6447,Break-Age,1999-09-25,,1.0,446,11239,8581.0,5.92
2292,Bouken! Iczer 3,1990-09-25,1991-02-25,6.0,1944,8022,8580.0,5.92
4162,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,1997-01-01,,1.0,3481,6640,3204.0,7.15
33491,"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",2016-08-24,,1.0,4429,6042,3203.0,7.15
12371,Bosco no Mori no Nakama-tachi,2003-07-25,,1.0,208,13249,8579.0,5.92
3778,Yuukan Club,1991-07-25,1991-12-14,2.0,637,10459,8578.0,5.93
4598,Urikupen Kyuujo-tai,1974-09-30,1975-03-29,156.0,269,12431,8576.0,5.93
38987,True Tears Recap,2013-01-29,,1.0,292,12300,8575.0,5.93
24109,Tooryanse,2014-01-14,,1.0,591,10626,8574.0,5.93
36992,Tomie,2018-04-27,2018-05-25,2.0,11988,4026,8573.0,5.93
22393,Sora e,2005-02-04,,1.0,210,13225,8572.0,5.93
27613,Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,2014-08-27,2014-12-19,3.0,7805,4797,8570.0,5.93
38024,Monster Strike The Animation Episode 0,2018-06-22,,1.0,770,10064,8568.0,5.93
17237,Peeping Life: World History,2012-12-20,2013-12-12,40.0,580,10674,8569.0,5.93
36578,Monogatari no Aru Satou,2017-10-10,,1.0,254,12620,8567.0,5.93
34745,Mahoujin Guruguru (2017),2017-07-11,2017-12-20,24.0,24706,2880,718.0,7.9
24275,Medamayaki no Kimi Itsu Tsubusu?,2014-08-05,2014-08-08,4.0,911,9712,8566.0,5.93
6065,Lemon Angel YJ-ban,1990-07-06,1990-08-03,2.0,424,11363,8565.0,5.93
22511,Kobutori,1918-03-19,,1.0,324,11973,8564.0,5.93
3782,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),2007-12-29,,1.0,164671,670,717.0,7.9
253,Jungle wa Itsumo Hare nochi Guu,2001-04-03,2001-09-25,26.0,27536,2696,716.0,7.9
12413,Jormungand,2012-04-11,2012-06-27,12.0,225965,464,715.0,7.9
5630,Higashi no Eden,2009-04-10,2009-06-19,11.0,398780,214,714.0,7.89
23753,Kishin Houkou Demonbane (TV) Specials,2006-08-25,2006-12-22,2.0,960,9603,8562.0,5.93
38816,Hello World,2019-09-20,,1.0,21295,3089,713.0,7.9
12141,Kaze no Matasaburou,1988-08-20,,1.0,757,10080,8561.0,5.93
8081,Je Bul Chal-ssi Iyagi,2009-03-12,,1.0,350,11769,8558.0,5.93
29787,Gochuumon wa Usagi Desu ka??,2015-10-10,2015-12-26,12.0,80268,1357,712.0,7.9
2321,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,1992-07-23,1998-01-25,7.0,18602,3310,711.0,7.9
11043,Install Pilot,2011-07-18,,1.0,592,10620,8557.0,5.93
37822,Douluo Dalu 2nd Season,2018-12-01,,,5376,5587,710.0,7.9
4447,Detective Conan Movie 12: Full Score of Fear,2008-04-19,,1.0,30226,2557,709.0,7.9
1505,Detective Conan Movie 09: Strategy Above the Depths,2005-04-09,,1.0,31840,2476,708.0,7.9
3178,Hengen Taima Yakou Karura Mau! Nara Onryou Emaki,1989-04-08,,1.0,959,9596,8556.0,5.93
5785,G-9,2006-09-27,,1.0,2156,7772,8553.0,5.94
37316,Cocktail Prince: Shaking Night!!,2018-02-08,,1.0,191,13552,8552.0,5.93
8184,Bouken Gabotenjima,1967-04-04,1967-12-26,39.0,301,12125,8551.0,5.93
25965,Backkom 2,2007-01-01,,52.0,474,11114,8548.0,5.93
1268,Aquarian Age: Saga II - Don't Forget Me...,2003-11-21,,1.0,2891,7088,8547.0,5.93
36228,Anisama,2017-08-30,,1.0,1789,8212,8546.0,5.93
4709,Aesop's World,1999-04-05,1999-12-31,26.0,428,11325,8545.0,5.93
30309,Yuuyake Dandan,2015-03-31,2015-09-10,23.0,819,9931,8544.0,5.94
3849,The SoulTaker: Tamashii-gari - Komugi Daisakusen,2001-01-01,,3.0,1541,8548,8543.0,5.94
6798,Saa Ikou! Tamagotchi,2007-11-29,2008-02-14,12.0,718,10191,8541.0,5.94
13691,Taisei Kensetsu: Shin Doha Kokusai Kuukou,2008-12-10,,1.0,2907,7082,8542.0,5.94
30646,Perman (1983) Specials,1983-07-20,1984-10-01,3.0,227,12969,8540.0,5.94
33281,Mori no Andou,2006-01-01,,1.0,1950,8025,8537.0,5.94
7247,Naked Wolves,2009-04-06,2010-03-28,52.0,519,10916,8538.0,5.94
9940,Mai no Mahou to Katei no Hi,2011-02-20,,1.0,1426,8746,8533.0,5.94
38864,Lion meets HachiClo,2018-12-21,,2.0,2230,7710,8532.0,5.94
32748,La Primavera,2015-12-04,,1.0,301,12144,8531.0,5.94
35313,Kemono Friends 2,2019-01-15,2019-04-02,12.0,11248,4143,8529.0,5.94
10751,Kikou Kai Galient OVA,1986-01-26,1986-08-05,3.0,605,10580,8530.0,5.94
36245,Evil or Live,2017-10-11,2018-01-02,12.0,49773,1905,8527.0,5.94
30058,Hong Ling Jin Xia,2010-09-27,,1.0,249,12723,8528.0,5.94
1928,Early Reins,2003-02-14,,1.0,2663,7274,8526.0,5.94
38291,Bobunemimimmi Specials,2018-09-15,,2.0,1800,8189,8525.0,5.94
2183,Ayane-chan High Kick!,1997-01-21,1997-04-25,2.0,3647,6521,8524.0,5.94
18305,15 Sonyeon Uju Pyoryugi,1980-01-01,,1.0,372,11668,8523.0,5.94
8631,YanYan Machiko,2009-12-25,2015-08-20,11.0,507,10964,8521.0,5.95
19397,Zettai Bouei Leviathan: Mini Takibi Gekijou,2013-07-07,2013-09-30,13.0,1646,8397,8522.0,5.95
39799,Val x Love,2019-10-05,2019-12-21,12.0,35064,2346,8520.0,5.95
5199,Seto no Hanayome Fan Disc,2008-09-01,,2.0,6499,5165,3202.0,7.14
6203,Sasameki Koto,2009-10-08,2009-12-31,13.0,50491,1885,3201.0,7.15
31564,Sansha Sanyou,2016-04-11,2016-06-27,12.0,47798,1959,3200.0,7.15
28215,Saint Seiya: Soul of Gold,2015-04-11,2015-09-26,13.0,20448,3163,3198.0,7.15
609,Saishuu Heiki Kanojo: Another Love Song,2005-08-05,2005-09-09,2.0,14997,3660,3199.0,7.15
1493,Project ARMS: The 2nd Chapter,2001-10-06,2002-03-30,26.0,4452,6021,3197.0,7.15
6560,Popee the Performer,2000-01-03,2001-12-28,39.0,4374,6076,3196.0,7.14
2489,Onegai My Melody,2005-04-03,2006-03-26,52.0,5791,5414,3195.0,7.15
10250,Ultra B,1987-04-05,1989-03-27,119.0,350,11821,8519.0,5.95
9528,Transformers Superlink Special,2004-11-03,,1.0,644,10432,8518.0,5.95
2084,NG Knight Ramune & 40,1990-04-06,1991-01-04,38.0,1957,8009,3194.0,7.15
10261,Toufu Kozou,2011-04-29,,1.0,392,11554,8517.0,5.95
1619,Negima!? Haru Special!?,2006-10-25,,1.0,16938,3470,3193.0,7.15
11021,Muv-Luv Alternative: Total Eclipse,2012-07-02,2012-12-24,24.0,73175,1446,3192.0,7.15
38964,Timeless,2018-11-14,,1.0,121,14909,8516.0,5.95
39457,Shounen Ashibe: Go! Go! Goma-chan 4,2019-04-02,2019-12-17,24.0,381,11615,8514.0,5.95
8745,Seikima II Humane Society: Jinrui Ai ni Michita Shakai,1992-07-01,,1.0,508,10977,8513.0,5.95
27993,Tetsujin 28-gou: Tanjou-hen,1964-01-01,,1.0,254,12631,8515.0,5.95
8241,Rio: Rainbow Gate!,2011-01-04,2011-03-29,13.0,30389,2546,8512.0,5.95
17717,Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension,2013-02-22,,1.0,6240,5274,3191.0,7.15
21603,Mekakucity Actors,2014-04-13,2014-06-29,12.0,320626,303,3190.0,7.15
3736,Parappa the Rapper,2001-04-14,2002-01-11,30.0,2110,7828,8511.0,5.95
872,Mahou Shoujo-tai Arusu,2004-04-09,2005-03-04,40.0,22865,2986,3189.0,7.15
7836,Notari Matsutarou,1990-11-22,1991-04-25,10.0,472,11118,8510.0,5.95
5085,Nakedyouth,2006-01-01,,1.0,5699,5446,8509.0,5.95
32153,Mahou Shoujo Madoka★Magica: Concept Movie,2015-11-27,,1.0,16717,3500,3188.0,7.15
1417,Lupin III: Moeyo Zantetsuken!,1994-07-29,,1.0,5238,5645,3186.0,7.15
19135,Kuroi Ame ni Utarete,1984-08-12,,1.0,472,11129,8508.0,5.95
23213,Kantoku Fuyuki Todoki,2014-04-04,2014-07-04,13.0,5589,5507,8506.0,5.95
7461,Komaneko no Christmas: Maigo ni Natta Present,2009-11-07,,1.0,343,11857,8507.0,5.95
11715,Kamisama Dolls Specials,2011-09-21,2012-02-22,6.0,5942,5363,8505.0,5.95
510,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,2004-10-02,2004-12-25,13.0,4581,5948,8504.0,5.95
16317,Ishida to Asakura,2013-01-06,2013-03-24,12.0,11922,4027,8503.0,5.95
33434,Heybot!,2016-09-18,2017-09-24,50.0,1533,8596,8502.0,5.95
18587,Hello Kitty no Alps no Shoujo Heidi II: Klara to no Deai,1994-03-21,,1.0,305,12137,8501.0,5.95
35554,Girl Electric,2016-08-11,,1.0,311,12070,8498.0,5.95
2775,Genocyber,1994-03-02,1994-07-21,5.0,21670,3064,8497.0,5.95
36797,gdMen,2018-01-09,2018-03-27,12.0,2204,7727,8496.0,5.95
19165,Fate/Zero Cafe,2013-07-13,2016-03-19,2.0,14079,3770,8495.0,5.95
2754,Cleopatra D.C.,1989-04-28,1991-05-24,3.0,2048,7900,8494.0,5.95
9868,Chengyu Donghua Lang,1987-01-01,,180.0,242,12746,8493.0,5.95
56,Avenger,2003-10-02,2003-12-25,13.0,14838,3672,8491.0,5.95
32670,Battle Spirits: Double Drive,2016-04-06,2017-03-29,51.0,1006,9509,8492.0,5.95
37387,Wata no Kuni Hoshi Pilot,2007-06-20,,1.0,257,12608,8488.0,5.96
22603,Ahiru no Pekkle no Sindbad no Bouken,1993-10-21,,1.0,315,12056,8490.0,5.95
9393,T.P. Sakura: Time Paladin Sakura,2011-01-27,2011-02-24,2.0,3566,6578,8487.0,5.96
16570,Agigongryong Doolie (Movie),1996-07-24,,1.0,283,12301,8489.0,5.95
38488,Special Nu World,2018-10-16,,1.0,152,14367,8486.0,5.96
7876,Oz no Mahoutsukai,1982-01-01,,1.0,578,10671,8485.0,5.96
13673,Otome Nadeshiko Koi Techou,2012-01-26,,1.0,4242,6134,8484.0,5.96
33430,Oscar's Oasis,2011-02-28,2011-06-15,78.0,309,12114,8483.0,5.96
3630,Miracle Shoujo Limit-chan,1973-10-01,1974-03-25,25.0,480,11089,8482.0,5.96
37548,Metroid Short Animation,2016-06-06,,1.0,248,12698,8481.0,5.96
38936,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsushi,2018-12-31,,1.0,33380,2422,3185.0,7.15
2077,Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,1996-12-14,,1.0,2423,7484,3184.0,7.15
39538,Hoozuki no Reitetsu 2nd Season OVA,2019-09-20,,3.0,2151,7774,3183.0,7.13
729,Hiatari Ryoukou!,1987-03-29,1988-03-20,48.0,2889,7091,3182.0,7.15
23619,Haiyore! Nyaruko-san W OVA,2014-04-01,,1.0,24928,2862,3181.0,7.15
323,Mousou Dairinin,2004-02-03,2004-05-18,13.0,226389,463,1104.0,7.72
39196,Mairimashita! Iruma-kun,2019-10-05,,23.0,69673,1509,1103.0,7.71
1016,Gunnm,1993-06-21,1993-08-21,2.0,39775,2197,3179.0,7.15
3299,H2O: Footprints in the Sand,2008-01-04,2008-03-21,12.0,80382,1352,3180.0,7.15
243,Gravitation,2000-10-04,2001-01-10,13.0,88137,1222,3178.0,7.15
1412,Lupin III,1971-10-24,1972-03-26,23.0,60174,1660,1102.0,7.72
13183,Fate/Zero Remix,2012-03-25,2012-04-01,2.0,17247,3439,3177.0,7.15
23385,Kyoukai no Kanata: Shinonome,2014-07-02,,1.0,76537,1400,1101.0,7.72
3931,Initial D Battle Stage 2,2007-05-30,,1.0,18040,3360,1097.0,7.72
30743,Kanadian Families: Episode Zero,2015-07-10,,1.0,420,11401,8480.0,5.96
992,Dual! Parallel Lun-Lun Monogatari,1999-04-08,1999-07-01,13.0,13854,3789,3175.0,7.15
6361,ef: A Tale of Memories. - Prologue,2007-08-24,,1.0,25931,2781,3176.0,7.15
